date,LeBron James,Allen Iverson,Bill Russell,Bob Pettit,Carmelo Anthony,Charles Barkley,Chris Paul,Clyde Drexler,David Robinson,Dirk Nowitzki,Dominique Wilkins,Dwyane Wade,Elgin Baylor,Elvin Hayes,Gary Payton,Giannis Antetokounmpo,Hakeem Olajuwon,Isiah Thomas,James Harden,Jason Kidd,Jerry West,John Havlicek,John Stockton,Julius Erving,Kareem Abdul-Jabbar,Karl Malone,Kawhi Leonard,Kevin Durant,Kevin Garnett,Kobe Bryant,Larry Bird,Magic Johnson,Michael Jordan,Moses Malone,Nikola Jokic,Oscar Robertson,Patrick Ewing,Paul Pierce,Ray Allen,Rick Barry,Russell Westbrook,Scottie Pippen,Shaquille O'Neal,Stephen Curry,Steve Nash,Tim Duncan,Tracy McGrady,Walt Frazier,Willis Reed
2025-01-12,20,1,1,0,1,1,3,0,1,1,0,1,0,0,1,4,0,0,3,0,1,0,0,0,1,1,2,6,1,7,2,3,15,0,4,0,0,0,1,0,5,1,2,4,1,1,0,0,0
2025-01-19,20,1,1,0,1,1,3,0,1,0,0,1,0,0,1,3,0,0,3,0,1,0,0,0,0,1,2,4,1,7,2,3,15,0,5,0,0,0,0,0,4,2,2,5,1,1,0,0,0
2025-01-26,22,1,1,0,1,1,2,0,1,1,0,2,0,0,2,4,0,1,5,0,0,0,0,0,1,1,3,6,1,15,2,3,17,0,4,0,0,0,1,0,3,1,2,6,1,1,0,0,0
2025-02-02,40,2,1,0,1,2,4,0,1,2,0,2,0,0,1,6,0,0,5,2,1,0,1,0,1,1,3,20,1,9,2,3,23,0,5,0,0,0,1,0,2,2,2,7,1,1,0,0,0
2025-02-09,25,1,1,0,1,2,3,0,1,2,0,1,0,0,1,3,0,0,4,1,1,0,2,0,1,1,2,9,1,9,2,2,19,0,3,0,0,0,1,0,2,1,2,8,1,1,0,0,0
2025-02-16,24,2,1,0,1,2,4,0,1,1,0,1,0,0,1,4,0,0,3,0,1,0,2,0,1,1,1,7,1,8,2,2,20,0,3,0,0,0,1,0,2,1,3,7,1,1,1,0,0
2025-02-23,28,1,1,0,1,1,3,0,1,1,0,1,0,0,1,4,0,0,4,1,0,0,1,0,1,1,3,7,1,8,2,2,18,0,4,0,0,0,1,0,3,1,2,11,1,1,1,0,0
2025-03-02,35,2,1,0,1,2,3,0,1,1,0,1,0,0,1,3,1,0,6,1,1,0,1,0,1,1,3,7,1,7,2,2,18,0,4,0,0,0,1,0,3,1,2,9,1,1,0,0,0
2025-03-09,27,1,1,0,1,2,2,0,1,1,0,2,0,0,1,4,0,0,4,0,1,0,1,0,1,1,2,6,1,6,2,2,16,0,5,0,0,0,1,0,3,1,2,10,1,1,0,0,0
2025-03-16,24,1,1,0,1,2,2,0,1,1,0,1,0,0,1,4,0,0,5,0,1,0,1,0,1,1,2,6,1,6,3,2,16,0,3,0,0,0,1,0,3,1,2,8,1,1,0,0,0
2025-03-23,32,1,1,0,1,2,3,0,1,0,0,1,0,0,1,3,0,0,4,0,1,0,1,0,1,1,3,6,1,6,3,2,16,0,3,0,1,0,1,0,2,1,2,6,1,1,0,0,0
2025-03-30,28,1,1,0,6,3,4,0,1,0,0,1,0,0,1,4,0,0,4,0,1,0,0,0,0,1,3,6,1,6,2,2,18,0,5,0,1,0,1,0,3,1,2,11,1,2,1,0,0
2025-04-06,27,1,1,0,6,3,3,0,1,1,0,1,0,0,1,4,2,0,4,0,1,0,0,0,1,1,3,4,1,6,2,4,21,0,5,0,1,0,1,0,3,1,2,8,1,1,1,0,0
2025-04-13,20,1,1,0,12,1,2,0,1,1,0,1,0,0,1,3,0,0,6,1,1,0,0,0,1,1,4,4,1,6,2,2,23,0,3,0,0,0,1,0,2,2,2,7,1,1,1,0,0
2025-04-20,26,1,1,0,4,2,2,0,1,1,0,1,0,0,1,4,0,0,6,2,1,0,0,0,1,1,9,3,1,6,2,2,32,0,3,0,1,1,1,0,3,2,2,7,1,1,0,0,0
2025-04-27,38,2,1,0,2,2,2,0,1,1,0,1,0,0,3,8,0,0,7,0,1,0,0,0,1,1,6,3,1,7,2,2,31,0,4,0,1,1,1,0,4,1,3,11,1,2,0,0,0
2025-05-04,20,2,1,0,2,2,2,0,1,1,0,1,0,0,2,3,0,0,6,0,0,0,0,0,1,1,3,4,1,5,2,2,25,0,5,0,1,2,1,0,7,1,2,16,1,2,1,0,0
2025-05-11,16,2,1,0,2,2,2,0,1,1,0,1,0,0,1,5,0,0,2,0,0,0,0,0,1,1,1,4,1,6,2,2,27,0,5,0,1,1,1,0,4,1,2,10,1,1,1,1,0
2025-05-18,15,2,1,0,2,2,2,0,1,1,0,1,0,0,1,3,1,0,2,0,0,0,0,0,0,1,1,3,1,6,2,2,22,0,3,0,1,0,1,0,3,2,2,3,1,1,1,0,0
2025-05-25,14,2,1,0,3,2,2,0,1,0,0,1,0,0,1,3,0,0,2,0,1,0,0,0,1,1,1,3,1,6,3,2,19,0,1,0,1,0,1,0,3,1,2,3,1,1,0,0,0
2025-06-01,13,3,1,0,1,2,2,0,1,1,0,1,0,0,1,3,0,0,2,1,1,0,0,0,1,1,1,6,1,11,4,2,21,0,1,0,1,0,1,0,2,1,3,3,1,1,0,0,0
2025-06-08,12,3,1,0,1,1,2,0,1,1,0,1,0,0,1,2,1,0,2,1,1,0,0,0,0,1,1,11,1,7,3,3,19,0,1,1,0,0,1,0,3,1,3,3,1,1,1,0,0
2025-06-15,13,2,1,0,2,1,2,0,1,1,0,1,0,0,0,2,0,0,2,0,1,0,0,0,0,1,1,10,1,6,2,3,17,0,1,0,0,0,1,0,2,1,2,2,1,1,1,0,0
2025-06-22,13,2,1,0,4,1,3,0,0,1,0,1,0,0,1,3,0,0,3,1,1,0,0,0,1,1,1,27,1,7,2,2,17,0,1,0,0,0,1,0,4,1,2,3,1,1,1,0,0
2025-06-29,19,2,1,0,2,1,3,0,0,1,0,1,0,0,1,5,0,0,2,0,0,0,0,0,0,1,1,5,1,6,2,3,16,0,1,0,0,1,1,0,3,1,2,3,1,1,1,0,0
2025-07-06,15,1,1,0,2,1,4,0,1,1,0,1,0,0,1,3,0,0,2,0,1,0,0,0,0,1,1,5,1,5,2,3,18,0,2,0,0,1,1,0,2,1,2,3,1,1,0,0,0
2025-07-13,18,1,1,0,1,1,2,0,1,0,0,1,0,0,1,2,0,0,2,0,1,0,0,0,0,1,1,3,1,6,2,2,16,0,1,1,0,1,1,0,2,1,2,3,1,1,1,0,0
2025-07-20,13,1,1,0,1,1,5,0,1,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,3,1,6,2,2,16,0,1,0,0,0,1,0,2,1,2,3,1,1,0,0,0
2025-07-27,12,1,1,0,1,1,2,0,1,0,0,1,0,0,1,1,0,0,6,0,0,0,0,0,0,1,1,2,1,7,2,2,16,0,2,0,0,0,0,0,2,1,2,3,1,1,0,0,0
2025-08-03,11,1,1,0,1,1,2,0,1,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,2,1,2,1,6,2,2,16,0,1,0,0,1,1,0,1,1,2,3,0,1,0,0,0
2025-08-10,11,2,1,0,1,1,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,3,0,7,2,3,16,0,1,0,0,0,1,0,1,1,2,3,1,1,0,0,0
2025-08-17,11,1,1,0,1,1,2,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,3,0,9,2,2,15,0,1,0,0,0,1,0,3,1,2,3,0,1,0,0,0
2025-08-24,12,1,1,0,1,1,2,0,1,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,2,0,11,2,2,15,0,1,0,0,0,1,0,2,1,2,3,0,1,0,0,0
2025-08-31,11,1,1,0,2,1,1,0,1,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,7,3,0,6,2,2,15,0,2,0,0,0,1,0,2,1,2,3,0,1,0,0,0
2025-09-07,12,1,1,0,4,1,2,0,1,1,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,1,3,2,0,5,1,2,14,0,1,0,0,0,0,0,1,1,2,3,0,0,0,0,0
2025-09-14,10,1,0,0,1,1,1,0,1,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,3,3,0,5,2,3,14,0,1,0,0,0,1,0,1,1,2,3,0,1,0,0,0
2025-09-21,11,1,1,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,3,0,5,1,2,14,0,1,0,0,0,0,0,2,2,2,3,0,0,0,0,0
2025-09-28,15,1,1,0,1,1,2,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,4,1,5,1,2,14,0,1,0,0,0,1,0,3,1,2,3,0,0,0,0,0
2025-10-05,35,2,1,0,1,1,2,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,3,0,5,2,2,13,0,1,0,0,1,0,0,3,1,2,7,0,1,0,0,0
2025-10-12,13,2,0,0,1,1,2,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,4,0,5,2,2,14,0,1,0,0,1,1,0,6,1,2,6,0,1,0,0,0
2025-10-19,20,3,1,0,1,2,3,0,1,1,0,1,0,0,1,3,0,0,4,0,0,0,0,0,0,1,2,13,1,6,2,2,18,0,3,0,0,1,1,0,3,1,2,10,1,1,0,0,0
2025-10-26,17,4,1,0,1,1,3,0,1,1,0,1,0,0,1,7,0,0,5,0,0,0,0,0,0,1,3,6,1,5,2,3,14,0,3,0,0,0,1,0,3,1,2,7,1,1,0,0,0
2025-11-02,15,3,1,0,1,1,3,0,1,1,0,1,0,0,1,5,0,0,4,0,0,0,0,0,0,1,3,7,1,5,2,6,15,0,3,0,0,0,1,0,5,1,2,6,1,1,0,0,0
2025-11-09,16,2,1,0,1,1,2,0,1,1,0,1,0,0,1,5,0,0,4,1,0,0,0,0,0,1,2,6,1,6,2,2,15,0,4,0,0,0,1,0,5,1,2,11,1,1,0,0,0
2025-11-16,24,2,1,0,1,1,4,0,1,1,0,1,0,0,1,5,0,0,7,1,0,0,0,0,1,1,2,7,1,6,2,2,15,0,4,0,0,0,1,0,3,1,2,10,1,1,0,0,0
2025-11-23,19,2,1,0,1,1,4,0,1,1,0,1,0,0,1,3,0,0,7,0,0,0,0,0,1,1,3,5,1,6,2,2,15,0,3,0,0,0,1,0,3,1,2,7,1,1,1,0,0
2025-11-30,24,2,1,0,1,1,15,0,1,0,0,1,0,0,1,12,0,0,4,0,0,0,0,0,1,1,3,6,1,6,2,2,18,0,3,0,0,0,1,0,2,1,3,6,1,1,0,0,0
2025-12-07,19,2,1,0,1,1,5,0,1,1,0,1,0,0,1,5,0,0,3,0,1,0,0,0,1,1,2,5,1,6,2,2,17,0,2,0,0,0,1,0,3,1,2,6,1,1,0,0,0
2025-12-14,16,2,1,0,1,1,3,0,1,1,0,1,0,0,1,3,0,0,3,0,0,0,0,0,1,1,2,5,1,6,2,2,16,0,3,0,0,0,1,0,2,1,2,7,1,1,0,0,0
2025-12-21,18,2,1,0,1,1,3,0,1,1,0,1,0,0,1,3,0,0,3,1,0,0,0,0,1,1,3,7,1,6,2,2,16,0,5,0,0,0,1,0,3,1,2,7,1,1,0,0,0
2025-12-28,23,2,1,0,1,1,2,0,1,1,0,1,0,0,1,4,0,0,4,0,0,0,1,0,1,1,7,5,1,6,2,3,18,0,7,0,0,0,1,0,3,1,2,7,1,1,0,0,0
2026-01-04,18,2,1,0,1,1,2,0,1,1,0,1,0,0,1,3,0,0,3,0,1,0,0,0,1,1,3,5,1,6,2,2,18,0,2,0,0,0,1,0,2,1,2,6,1,1,0,0,0
2026-01-11,16,2,1,0,1,1,2,0,1,1,0,1,0,0,1,3,0,0,3,0,0,0,0,0,1,1,3,6,1,6,2,2,19,0,2,0,0,0,1,0,2,1,2,6,1,1,0,0,0
2026-01-18,17,2,1,0,1,1,2,0,1,1,0,1,0,0,1,4,0,0,3,0,1,0,0,0,0,1,3,6,1,7,2,2,18,0,2,0,0,0,1,0,3,1,2,6,1,1,0,0,0
2026-01-25,19,2,1,0,1,2,2,0,1,1,0,1,0,0,1,9,0,0,3,0,1,0,0,0,1,1,3,5,1,10,2,2,19,0,3,0,0,1,1,0,2,1,2,6,1,1,0,0,0
2026-02-01,19,2,1,0,1,1,5,0,1,1,0,1,0,0,1,15,0,0,22,1,1,0,0,0,1,1,5,6,1,7,2,2,17,0,3,0,0,0,1,0,2,1,2,5,1,1,1,0,0
2026-02-08,17,2,1,0,1,1,6,0,1,1,0,1,0,0,1,3,1,0,8,0,1,0,0,0,1,1,3,5,1,8,2,2,16,0,3,0,0,0,1,0,2,1,2,5,1,1,1,0,0
2026-02-15,15,2,1,0,1,1,3,0,1,1,0,1,0,0,1,2,1,0,4,0,1,0,0,0,1,1,5,10,1,7,2,2,33,0,3,0,0,0,1,0,1,1,2,6,1,1,1,0,0
2026-02-22,15,2,1,0,1,1,2,0,1,1,0,1,0,0,1,2,0,0,7,0,1,0,0,0,1,1,3,7,1,7,2,3,22,0,3,0,0,0,1,0,2,1,2,5,1,1,1,0,0
2026-03-01,15,1,1,0,1,2,2,0,1,0,0,1,0,0,1,3,0,0,3,0,1,0,0,0,1,1,3,5,1,6,2,2,25,0,3,0,0,0,1,0,2,1,2,5,1,1,1,0,0
2026-03-08,14,1,1,0,1,1,2,0,1,0,0,1,0,0,1,2,0,0,5,0,1,0,0,0,1,1,4,6,1,10,2,2,19,0,3,0,0,0,1,0,2,1,2,5,1,1,0,0,0
2026-03-15,18,1,1,0,1,3,2,0,1,0,0,1,0,0,1,2,0,0,3,0,1,0,0,0,1,1,4,6,1,7,2,3,84,0,3,0,0,0,1,0,2,1,2,6,1,1,0,0,0
2026-03-22,17,1,1,0,1,3,2,0,1,1,0,1,0,0,1,2,0,0,4,0,1,0,0,0,1,1,3,6,1,7,2,3,28,0,3,0,0,1,1,0,1,1,3,5,1,1,0,0,0
2026-03-29,19,2,1,0,1,3,2,0,1,1,0,1,0,0,1,2,0,0,4,1,1,0,0,0,1,1,3,5,1,7,2,3,22,0,3,0,0,0,1,0,1,1,3,6,1,1,0,0,0
2026-04-05,20,1,1,0,1,3,2,0,1,1,0,1,0,0,1,2,0,0,3,0,1,0,0,0,1,1,3,6,1,7,2,3,18,0,3,0,0,0,1,0,1,1,3,11,1,1,1,0,0
2026-04-12,19,2,1,0,1,1,2,0,1,1,0,1,0,0,1,2,0,0,3,0,1,0,0,0,1,1,4,5,1,7,2,3,19,0,3,0,0,0,1,0,1,1,3,10,1,1,0,0,0
2026-04-19,24,2,1,0,1,2,2,0,1,1,0,1,0,0,1,1,0,1,5,0,2,0,0,0,1,1,1,18,1,7,3,3,17,0,3,0,1,1,1,0,1,1,2,4,1,2,1,0,0
2026-04-26,22,1,1,0,1,2,2,0,1,1,0,1,0,0,1,1,0,0,5,0,1,0,0,0,1,1,1,10,1,6,3,2,17,0,3,0,1,0,1,0,1,1,2,3,1,1,1,0,0
2026-05-03,17,2,1,0,2,2,2,0,1,1,0,1,0,0,0,2,0,1,17,0,1,0,0,0,1,1,2,5,1,7,3,3,21,0,1,0,0,1,1,0,1,1,2,3,1,1,1,0,0
